,Name,Age,Class/Dept,Ticket,Embarked,Job
1154,"JOSEPH (SHAHIN), Mr Elias",39,3rd Class Passenger,2675£7               4s               7d,Cherbourg,                             
1155,"JOUANNAULT, Mr Georges Jules",24,Restaurant Staff, ,Southampton,Assistant Sauce Cook                             
1156,"JOUGHIN, Mr Charles John",32,Victualling Crew, ,Belfast,Chief Baker                             
1157,"JUDD, Mr Charles Edward",31,Engineering Crew, ,Southampton,Fireman                             
1158,"JUKES, Mr James",35,Engineering Crew, ,Southampton,Greaser                             
1159,"JULIAN, Mr Henry Forbes",50,1st Class Passenger,113044£26                             ,Southampton,Metallurgist                             
1160,"JUPE, Mr Boykett Herbert",30,Engineering Crew, ,Southampton,Electrician                             
1161,"JUSSILA, Miss Katriina",20,3rd Class Passenger,4136£9               16s               10d,Southampton,Servant                             
1162,"JUSSILA, Miss Mari Aina",21,3rd Class Passenger,4137£9               16s               10d,Southampton,Servant                             
1163,"JUSSILA, Mr Eiriik",32,3rd Class Passenger,3101286£7               18s               6d,Southampton,                             
1164,"KALLIO, Mr Nikolai Erland",17,3rd Class Passenger,3101274£7               2s               6d,Southampton,General Labourer                             
1165,"KALVIK, Mr Johannes Halvorsen",21,3rd Class Passenger,8475£8               8s               8d,Southampton,General Labourer                             
1166,"KANTOR, Mr Sinai",34,2nd Class Passenger,244367£26                             ,Southampton,                             
1167,"KANTOR, Mrs Miriam",24,2nd Class Passenger,244367£26                             ,Southampton,                             
1168,"KARAJIC, Mr Milan",30,3rd Class Passenger,349246£7               17s               11d,Southampton,General Labourer                             
1169,"KARLSSON, Mr Einar Gervasius",21,3rd Class Passenger,350053£7               15s               11d,Southampton,Military                             
1170,"KARLSSON, Mr Julius Konrad Eugen",33,3rd Class Passenger,347465£7               17s               1d,Southampton,Engineer                             
1171,"KARLSSON, Mr Nils August",22,3rd Class Passenger,350060£7               10s               5d,Southampton,Farmer                             
1172,"KARNES, Mrs Claire",28,2nd Class Passenger,13534£21                             ,Southampton,                             
1173,"KARUN, Mr Franz",39,3rd Class Passenger,349256£13               8s               4d,Cherbourg,Hotelier                             
1174,"KARUN, Miss Manca",4,3rd Class Passenger,349256£13               8s               4d,Cherbourg,                             
1175,"KASPER, Mr F.",40,Engineering Crew, ,Southampton,Fireman                             
1176,"KASSEM HOUSSEIN, Mr Fared",18,3rd Class Passenger,2700£7               4s               7d,Cherbourg,Farmer                             
1177,"KATAVELOS, Mr Vasilios G.",19,3rd Class Passenger,2682£7               4s               7d,Cherbourg,Farmer                             
1178,"KAVANAGH, Mr William",27,Deck Crew, ,Belfast,Able Seaman                             
1179,"KEANE, Mr Daniel",35,2nd Class Passenger,233734£12               7s               ,Queenstown,                             
1180,"KEANE, Miss Nora Agnes",46,2nd Class Passenger,226593£12               7s               ,Queenstown,                             
1181,"KEANE, Mr Andrew ""Andy""",23,3rd Class Passenger,12460£7               15s               ,Queenstown,Farm Labourer                             
1182,"KEARL, Mr Charles Henry",44,Engineering Crew, ,Southampton,Greaser                             
1183,"KEARL, Mr George Edward",24,Engineering Crew, ,Southampton,Trimmer                             
1184,"KEEFE, Mr Arthur",39,3rd Class Passenger,323592£7               5s               ,Southampton,Farmer                             
1185,"KEEN, Mr Percy Edward",28,Victualling Crew, ,Southampton,Saloon Steward                             
1186,"KEENAN, Mr John",58,Engineering Crew, ,Belfast,Fireman                             
1187,"KEENAN, Mr William",32,Engineering Crew, ,Belfast,Fireman                             
1188,"KEENAN, Mr William",43,Engineering Crew, ,Belfast,Fireman                             
1189,"KEENAN, Mr Patrick",35,Engineering Crew, ,Belfast,Trimmer                             
1190,"KEEPING, Mr Edwin Herbert",33,1st Class PassengerServant,113503£211               10s               ,Southampton,Servant                             
1191,"KELLAND, Mr Thomas",18,Victualling Crew, ,Southampton,2nd class library steward                             
1192,"KELLY, Mrs Fanny Maria ",45,2nd Class Passenger,223596£13               10s               ,Southampton,                             
1193,"KELLY, Mr James",19,3rd Class Passenger,363592£8               1s               ,Southampton,Painter & Decorator                             
1194,"KELLY, Mr James",44,3rd Class Passenger,330911£7               16s               7d,Queenstown,Farm Labourer                             
1195,"KELLY, Miss Anna Katherine",20,3rd Class Passenger,9234£7               15s               ,Queenstown,                             
1196,"KELLY, Miss Mary",22,3rd Class Passenger,14312£7               15s               ,Queenstown,                             
1197,"KELLY, Mr James",44,Engineering Crew, ,Southampton,Greaser                             
1198,"KELLY, Mr William",23,Engineering Crew, ,Belfast,Assistant Electrician                             
1199,"KEMISH, Mr George",24,Engineering Crew, ,Southampton,Fireman                             
1200,"KEMP, Mr Thomas Hulman",43,Engineering Crew, ,Belfast,Extra Assistant 4th Engineer (Refrigeration)                             
1201,"KENCHENTEN, Mr Frederick",37,Engineering Crew, ,Southampton,Greaser                             
1202,"KENNEDY, Mr John",24,3rd Class Passenger,368783£7               15s               ,Queenstown,Farm Labourer                             
1203,"KENNELL, Mr Charles",30,Victualling Crew, ,Southampton,Hebrew Cook                             
1204,"KENT, Mr Edward Austin",58,1st Class Passenger,11771£29               14s               ,Cherbourg,Architect                             
1205,"KENYON, Mr Frederick R.",41,1st Class Passenger,17464£51               17s               3d,Southampton,                             
1206,"KENYON, Mrs Marion",31,1st Class Passenger,17464£51               17s               3d,Southampton,                             
1207,"KENZLER, Mr Augustus",43,Engineering Crew, ,Belfast,Storekeeper                             
1208,"KERLEY, Mr William Thomas",28,Victualling Crew, ,Southampton,Assistant Saloon Steward                             
1209,"KERNAGHAN, Mr David",30,Engineering Crew, ,Belfast,Fireman                             
1210,"KERNEY, Mr William",39,Engineering Crew, ,Belfast,Trimmer                             
1211,"KERR, Mr Thomas",26,Engineering Crew, ,Southampton,Fireman                             
1212,"KETCHLEY, Mr Henry",30,Victualling Crew, ,Belfast,Saloon Steward                             
1213,"KHALIL, Mr Betros",25,3rd Class Passenger,2660£14               9s               1d,Cherbourg,Farm Labourer                             
1214,"KHALIL, Mrs Zahie ""Maria""",20,3rd Class Passenger,2660£14               9s               1d,Cherbourg,Farm Labourer                             
1215,"KIERAN, Mr James William",34,Victualling Crew, ,Southampton,Chief 3rd Class Steward                             
1216,"KIERAN, Mr Michael",31,Victualling Crew, ,Southampton,Storekeeper                             
1217,"KIERNAN, Mr John",25,3rd Class Passenger,367227£7               15s               ,Queenstown,General Labourer                             
1218,"KIERNAN, Mr Philip",22,3rd Class Passenger,367229£7               15s               ,Queenstown,General Labourer                             
1219,"KILGANNON, Mr Thomas",22,3rd Class Passenger,36865£7               14s               9d,Queenstown,Farm Labourer                             
1220,"KIMBALL, Mr Edwin Nelson Jr.",42,1st Class Passenger,11753£52               11s               1d,Southampton,                             
1221,"KIMBALL, Mrs Gertrude",45,1st Class Passenger,11753£52               11s               1d,Southampton,                             
1222,"KING, Mr Alfred John Moffett",18,Victualling Crew, ,Southampton,Lift Steward                             
1223,"KING, Mr Thomas Walter",42,Deck Crew, ,Southampton,Master-at-arms                             
1224,"KING, Mr Ernest Waldron",28,Victualling Crew, ,Southampton,Clerk                             
1225,"KING, Mr G.",20,Victualling Crew, ,Southampton,Scullion                             
1226,"KINGSCOTE, Mr William Ford",42,Victualling Crew, ,Southampton,Saloon Steward (1st class)                             
1227,"KINK, Mr Anton",29,3rd Class Passenger,315153£22                             6d,Southampton,                             
1228,"KINK, Miss Maria",22,3rd Class Passenger,315152£8               13s               3d,Southampton,                             
1229,"KINK, Mr Vincenz",26,3rd Class Passenger,315151£8               13s               3d,Southampton,Magazineer                             
1230,"KINK-HEILMANN, Mrs Luise",26,3rd Class Passenger,315153£22                             6d,Southampton,                             
1231,"KINK-HEILMANN, Miss Luise Gretchen",4,3rd Class Passenger,315153£22                             6d,Southampton,                             
1232,"KINSELLA, Mr Louis",30,Engineering Crew, ,Southampton,Fireman                             
1233,"KINSTRY, Mr Charles",30,Engineering Crew, ,Belfast,Fireman                             
1234,"KIRKALDY, Mr Thomas Benjamin",39,Victualling Crew, ,Southampton,Bed Room Steward                             
1235,"KIRKHAM, Mr James",38,Engineering Crew, ,Southampton,Greaser                             
1236,"KIRKLAND, Fr Charles Leonard",52,2nd Class Passenger,219533£12               7s               ,Queenstown,Priest / Minister                             
1237,"KITCHING, Mr Arthur Alfred",30,Victualling Crew, ,Southampton,Saloon Steward (1st class)                             
1238,"KLABER, Mr Herman",,1st Class Passenger,113028£26               11s               ,Southampton,Businessman                             
1239,"KLASéN, Mr Klas Albin",18,3rd Class Passenger,350404£7               17s               1d,Southampton,Farm Labourer                             
1240,"KLASéN, Miss Gertrud Emilia",1,3rd Class Passenger,350405£12               3s               8d,Southampton,                             
1241,"KLASéN, Mrs Hulda Kristina Eugenia",36,3rd Class Passenger,350405£12               3s               8d,Southampton,Housewife                             
1242,"KLEIN, Mr Herbert",33,Victualling Crew, ,Southampton,Barber                             
1243,"KNEESE, Miss ",,2nd Class PassengerCross Channel Passenger,47£2                             ,Southampton,                             
1244,"KNIGHT, Mr Robert J.",39,2nd Class PassengerH&W Guarantee Group,239855 ,Belfast,Fitter                             
1245,"KNIGHT, Mr George",44,Victualling Crew, ,Southampton,Saloon Steward                             
1246,"KNIGHT, Mr Leonard George",21,Victualling Crew, ,Southampton,Steward                             
1247,"KNOWLES, Mr Thomas",42,Engineering Crew, ,Southampton,Fireman Messman                             
1248,"KRAEFF, Mr Theodor",,3rd Class Passenger,349253£7               17s               11d,Cherbourg,General Labourer                             
1249,"KREKORIAN, Mr Neshan",25,3rd Class Passenger,2654£7               4s               7d,Cherbourg,General Labourer                             
1250,"KREUCHEN, Miss Emilie",29,1st Class PassengerServant,24160£211               6s               9d,Southampton,Personal Maid                             
1251,"KRINS, Mr Georges Alexandre",23,2nd Class PassengerMusician,250654 ,Southampton,Musician                             
1252,"KUTSCHER (LITHMAN), Mr Simon",26,3rd Class Passenger,251£7               11s               ,Southampton,Baker                             
1253,"KVILLNER, Mr Johan Henrik Johannesson",31,2nd Class Passenger,18723£10               10s               ,Southampton,Mechanical Engineer                             
1254,"LACEY, Mr Bert W.",21,Victualling Crew, ,Southampton,Assistant Saloon Steward                             
1255,"LAHOUD ISHAQ MOWAD, Mr Sarkis",30,3rd Class Passenger,2624£7               4s               6d,Cherbourg,General Labourer                             
1256,"LAHTINEN, Fr William",35,2nd Class Passenger,250651£26                             ,Southampton,Priest / Minister                             
1257,"LAHTINEN, Mrs Anna Amelia",34,2nd Class Passenger,250651£26                             ,Southampton,                             
1258,"LAHY, Mr T. E.",32,Engineering Crew, ,Southampton,Fireman                             
1259,"LAITINEN, Miss Kristina Sofia",37,3rd Class Passenger,4135£9               11s               9d,Southampton,Housekeeper                             
1260,"LAKE, Mr William",35,Victualling Crew, ,Belfast,Saloon Steward                             
1261,"LALEFF, Mr Kristo",23,3rd Class Passenger,349217£7               17s               11d,Southampton,General Labourer                             
1262,"LAM, Mr Ali",38,3rd Class Passenger,1601£56               9s               11d,Southampton,Seaman                             
1263,"LAM, Mr Len",23,3rd Class Passenger,1601£56               9s               11d,Southampton,Seaman                             
1264,"LAMB, Mr John Joseph",30,2nd Class Passenger,240261£10               14s               2d,Queenstown,Gentleman                             
1265,"LANDERGREN, Miss Aurora Adelia",22,3rd Class Passenger,7077£7               5s               ,Southampton,                             
1266,"LANE, Mr Patrick",16,3rd Class Passenger,7935£7               15s               ,Queenstown,Farm Labourer                             
1267,"LANE, Mr Albert Edward",34,Victualling Crew, ,Southampton,Saloon Steward                             
1268,"LANG, Mr Fang",32,3rd Class Passenger,1601£56               9s               11d,Southampton,Seaman                             
1269,"LAROCHE, Mr Joseph Philippe Lemercier",25,2nd Class Passenger,2123£41               11s               7d,Cherbourg,Engineer                             
1270,"LAROCHE, Mrs Juliette Marie Louise",22,2nd Class Passenger,2123£41               11s               7d,Cherbourg,                             
1271,"LAROCHE, Miss Louise",1,2nd Class Passenger,2123£41               11s               7d,Cherbourg,                             
1272,"LAROCHE, Miss Simonne Marie Anne Andrée",3,2nd Class Passenger,2123£41               11s               7d,Cherbourg,                             
1273,"LARSSON, Mr August Viktor",29,3rd Class Passenger,7545£9               9s               8d,Southampton,General Labourer                             
1274,"LARSSON, Mr Bengt Edvin",29,3rd Class Passenger,347067£7               15s               6d,Southampton,General Labourer                             
1275,"LARSSON-RONDBERG, Mr Edvard A.",22,3rd Class Passenger,347065£7               15s               6d,Southampton,General Labourer                             
1276,"LATIMER, Mr Andrew L",55,Victualling Crew, ,Belfast,Chief Steward                             
1277,"LAVINGTON, Miss Elizabeth",40,Victualling Crew, ,Southampton,Stewardess                             
1278,"LAWRENCE, Mr Arthur",35,Victualling Crew, ,Belfast,Saloon Steward                             
1279,"LEADER, Dr Alice",49,1st Class Passenger,17465£25               18s               7d,Southampton,Doctor                             
1280,"LEADER, Mr Archibald",22,Victualling Crew, ,Southampton,Confectioner                             
1281,"LEATHER, Mrs Elizabeth May",41,Victualling Crew, ,Southampton,Stewardess                             
1282,"LEE, Mr Reginald Robinson",41,Deck Crew, ,Southampton,Lookout                             
1283,"LEE, Mr H.",18,Engineering Crew, ,Southampton,Trimmer                             
1284,"LEE, Mr Henry Reginald",29,Victualling Crew, ,Southampton,Scullion                             
1285,"LEFEBVRE, Mrs Frances Marie",40,3rd Class Passenger,4133£25               9s               4d,Southampton,                             
1286,"LEFEBVRE, Master Henry",5,3rd Class Passenger,4133£25               9s               4d,Southampton,                             
1287,"LEFEBVRE, Miss Ida",3,3rd Class Passenger,4133£25               9s               4d,Southampton,                             
1288,"LEFEBVRE, Miss Jeannie",8,3rd Class Passenger,4133£25               9s               4d,Southampton,                             
1289,"LEFEBVRE, Miss Mathilde",12,3rd Class Passenger,4133£25               9s               4d,Southampton,                             
1290,"LEFEBVRE, Mr Paul Georges",35,Victualling Crew, ,Southampton,Saloon Steward                             
1291,"LEHMANN, Miss Bertha",17,2nd Class Passenger,1748£12                             ,Cherbourg,                             
1292,"LEINONEN, Mr Antti Gustaf",32,3rd Class Passenger,3101292£7               18s               6d,Southampton,                             
1293,"LEITCH, Miss Jessie Wills",31,2nd Class Passenger,248727£33                             ,Southampton,                             
1294,"LEMORE, Mrs Amelia ""Milley""",34,2nd Class Passenger,34260£10               10s               ,Southampton,                             
1295,"LENNON, Mr Denis",20,3rd Class Passenger,370371£15               10s               ,Queenstown,General Labourer                             
1296,"LENOX-CONYNGHAM, Mrs ",,1st Class PassengerCross Channel Passenger,84£3                             ,Southampton,                             
1297,"LENOX-CONYNGHAM, Master Dennis",10,1st Class PassengerCross Channel Passenger,84£3                             ,Southampton,                             
1298,"LENOX-CONYNGHAM, Miss Eileen",11,1st Class PassengerCross Channel Passenger,84£3                             ,Southampton,                             
1299,"LENOX-CONYNGHAM, Miss Alice",,1st Class PassengerCross Channel Passenger,75£1               10s               ,Southampton,                             
1300,"LEONARD, Mr Lionel",36,3rd Class Passenger,370160 ,Southampton,Seaman                             
1301,"LEONARD, Mr Matthew",26,Victualling Crew, ,Belfast,Steward                             
1302,"LEROY, Miss Berthe",27,1st Class PassengerServant,17761£106               8s               6d,Cherbourg,Personal Maid                             
1303,"LESTER, Mr James",26,3rd Class Passenger,48871£24               3s               ,Southampton,Dipper                             
1304,"LESUEUR, Mr Gustave J.",35,1st Class PassengerServant,17755£512               6s               7d,Cherbourg,Servant                             
1305,"LEVETT, Mr George Alfred",21,Victualling Crew, ,Belfast,Assistant Pantryman Steward (1st Class)                             
1306,"LéVY, Mr René Jacques",36,2nd Class Passenger,2163£12               17s               6d,Southampton,Chemist                             
1307,"LEWIS, Mr Arthur Ernest Read",27,Victualling Crew, ,Southampton,Steward                             
1308,"LEWIS, Mr James",34,Engineering Crew, ,Belfast,Fireman                             
1309,"LEWY, Mr Ervin G.",31,1st Class Passenger,17612£27               14s               5d,Cherbourg,Jeweller                             
1310,"LEYSON, Mr Robert William Norman",25,2nd Class Passenger,29566£10               10s               ,Southampton,Engineer                             
1311,"LIEVENS, Mr René Aimé",24,3rd Class Passenger,345781£9               10s               ,Southampton,Farmer                             
1312,"LIGHT, Mr Christopher William",20,Engineering Crew, ,Southampton,Fireman                             
1313,"LIGHT, Mr W.",47,Engineering Crew, ,Southampton,Fireman                             
1314,"LIGHT, Mr Charles Edward",23,Victualling Crew, ,Southampton,Plate Steward (1st class)                             
1315,"LIGHTOLLER, Mr Charles Herbert",38,Deck Crew, ,Belfast,2nd. Officer                             
1316,"LINDAHL, Miss Agda Thorilda Viktoria",25,3rd Class Passenger,347071£7               15s               6d,Southampton,                             
1317,"LINDBLOM, Miss Augusta Charlotta",45,3rd Class Passenger,347073£7               15s               ,Southampton,                             
1318,"LINDEBERG-LIND, Mr Erik Gustaf",42,1st Class Passenger,17475£26               11s               ,Southampton,Businessman                             
1319,"LINDELL, Mr Edvard Bengtsson",36,3rd Class Passenger,349910£15               11s               ,Southampton,General Labourer                             
1320,"LINDELL, Mrs Elin Gerda",30,3rd Class Passenger,349910£15               11s               ,Southampton,                             
1321,"LINDQVIST, Mr Eino William",20,3rd Class Passenger,3101285£7               18s               6d,Southampton,                             
1322,"LINDSAY, Mr William Charles",30,Engineering Crew, ,Southampton,Fireman                             
1323,"LINDSTRöM, Mrs Sigrid",55,1st Class Passenger,112377£27               14s               5d,Cherbourg,                             
1324,"LINEHAN, Mr Michael",21,3rd Class Passenger,330971£7               17s               7d,Queenstown,Farm Labourer                             
1325,"LINES, Mrs Elizabeth Lindsey",50,1st Class Passenger,17592£39               8s               ,Cherbourg,                             
1326,"LINES, Miss Mary Conover",16,1st Class Passenger,17592£39               8s               ,Cherbourg,                             
1327,"LING, Mr Lee",28,3rd Class Passenger,1601£56               9s               11d,Southampton,Seaman                             
1328,"LINHART, Mr Wenzel",27,3rd Class Passenger,345775£9               10s               ,Southampton,Baker                             
1329,"LINNANE, Mr John",61,2nd Class Passenger,235509£12               7s               ,Queenstown,Gentleman                             
1330,"LITTLE, Mr James",49,Engineering Crew, ,Belfast,Fireman                             
1331,"LITTLE, Mr James",28,Engineering Crew, ,Belfast,Fireman                             
1332,"LITTLEJOHN, Mr Alexander James",40,Victualling Crew, ,Belfast,Saloon Steward                             
1333,"LIVSHIN, Mr David (Abraham Harmer)",25,3rd Class Passenger,374887£7               5s               ,Southampton,Jeweller                             
1334,"LLOYD, Mr W.",29,Engineering Crew, ,Southampton,Fireman                             
1335,"LLOYD, Mr Humphrey",32,Victualling Crew, ,Belfast,Saloon Steward                             
1336,"LOBB, Mr William Arthur",30,3rd Class Passenger,3336£16               2s               ,Southampton,Engineer                             
1337,"LOBB, Mrs Cordelia K.",26,3rd Class Passenger,3336£16               2s               ,Southampton,                             
1338,"LOCKE, Mr A.",33,Victualling Crew, ,Southampton,Scullion                             
1339,"LOCKYER, Mr Edward Thomas",21,3rd Class Passenger,1222£7               17s               7d,Southampton,Grocers Assistant                             
1340,"LONG, Mr Milton Clyde",29,1st Class Passenger,113501£30                             ,Southampton,                             
1341,"LONG, Mr Frank",28,Engineering Crew, ,Southampton,Trimmer                             
1342,"LONG, Mr William",30,Engineering Crew, ,Southampton,Trimmer                             
1343,"LONGLEY, Miss Gretchen Fiske",21,1st Class Passenger,13502£77               19s               2d,Cherbourg,                             
1344,"LONGMUIR, Mr John Dickson",19,Victualling Crew, ,Southampton,Assistant Pantry Steward (2nd class)                             
1345,"LORING, Mr Joseph Holland",30,1st Class Passenger,113801£45               10s               ,Southampton,Stockbroker                             
1346,"LOUCH, Mr Charles Alexander",50,2nd Class Passenger,3085£26                             ,Southampton,Saddler                             
1347,"LOUCH, Mrs Alice Adelaide",42,2nd Class Passenger,3085£26                             ,Southampton,                             
1348,"LOUGHRAN, Mr Joseph",28,Engineering Crew, ,Belfast,Trimmer                             
1349,"LOVELL, Mr John Hall (""Henry"")",20,3rd Class Passenger,21173£7               5s               ,Southampton,Farmer                             
1350,"LOVELL, Mr John",37,Victualling Crew, ,Southampton,Grill Cook                             
1351,"LOWE, Mr Harold Godfrey",29,Deck Crew, ,Belfast,5th. Officer                             
1352,"LOWERY, Mr David",28,Engineering Crew, ,Belfast,Fireman                             
1353,"LUCAS, Mr William Arthur",25,Deck Crew, ,Southampton,Able Seaman                             
1354,"LUCAS, Mr William Watson",31,Victualling Crew, ,Belfast,Saloon Steward                             
1355,"LULIC, Mr Nikola",29,3rd Class Passenger,315098£8               13s               3d,Southampton,                             
1356,"LUNDAHL, Mr Johan Svensson",51,3rd Class Passenger,347743£7               1s               1d,Southampton,General Labourer                             
1357,"LUNDIN, Miss Olga Elida",23,2nd Class Passenger,347469£7               17s               1d,Southampton,                             
1358,"LUNDSTRöM, Mr Thure Edvin",32,3rd Class Passenger,350403£7               11s               7d,Southampton,                             
1359,"LURETTE, Miss Eugenie Elise",59,1st Class PassengerServant,17569£146               10s               5d,Cherbourg,Personal Maid                             
1360,"LYDIATT, Mr Charles",45,Victualling Crew, ,Southampton,Saloon Steward (1st class)                             
1361,"LYMPEROPOULUS, Mr Panagiotis K.",30,3rd Class Passenger,2683£6               8s               9d,Cherbourg,General Labourer                             
1362,"LYNTAKOFF, Mr Stanko",44,3rd Class Passenger,349235£7               17s               11d,Southampton,General Labourer                             
1363,"LYONS, Mr William Henry",26,Deck Crew, ,Southampton,Able Seaman                             
1364,"LYTLE, Mr Thomas",31,Engineering Crew, ,Belfast,Trimmer                             
1365,"MABEY, Mr John Charles",23,Victualling Crew, ,Southampton,3rd Class Steward                             
1366,"MACK, Mrs Mary",57,2nd Class Passenger,S.O./C. 3£10               10s               ,Southampton,                             
1367,"MACKAY, Mr George William",20,3rd Class Passenger,42795£7               11s               ,Southampton,Butler                             
1368,"MACKAY, Mr Charles Donald",34,Victualling Crew, ,Belfast,Saloon Steward                             
1369,"MACKIE, Mr William Dickson",32,Engineering Crew, ,Belfast,Junior 5th. Engineer                             
1370,"MACKIE, Mr George William",34,Victualling Crew, ,Southampton,2nd Class Bedroom Steward                             
1371,"MADIGAN, Miss Margaret ""Maggie""",21,3rd Class Passenger,370370£7               15s               ,Queenstown,                             
1372,"MADILL, Miss Georgette Alexandra",16,1st Class Passenger,24160£211               6s               9d,Southampton,                             
1373,"MADSEN, Mr Fridtjof Arne",24,3rd Class Passenger,17369£7               2s               10d,Southampton,                             
1374,"MäENPää, Mr Matti Alexanteri",22,3rd Class Passenger,3101275£7               2s               6d,Southampton,                             
1375,"MAGUIRE, Mr John Edward",30,1st Class Passenger,110469£26                             ,Southampton,                             
1376,"MAHON, Miss Bridget Delia",20,3rd Class Passenger,330924£7               17s               7d,Queenstown,                             
1377,"MAIONI, Miss Roberta Elizabeth Mary",19,1st Class PassengerServant,110152£86               10s               ,Southampton,Personal Maid                             
1378,"MAISNER, Mr Simon",34,3rd Class Passenger,2816£8               1s               ,Southampton,Tailor                             
1379,"MAJOR, Mr William James",32,Engineering Crew, ,Southampton,Fireman                             
1380,"MAJOR, Mr Thomas Edgar",35,Victualling Crew, ,Belfast,Bath Steward                             
1381,"MäKINEN, Mr Kalle Edvard",29,3rd Class Passenger,3101268£7               18s               6d,Southampton,General Labourer                             
1382,"MALACHARD, Mr Jean-Noël",25,2nd Class Passenger,237735£15                             11d,Cherbourg,                             
1383,"MALLET, Mr Albert Denis Pierre",45,2nd Class Passenger,2079£37                             1d,Cherbourg,Merchant                             
1384,"MALLET, Mrs Antonine Marie",24,2nd Class Passenger,2079£37                             1d,Cherbourg,                             
1385,"MALLET, Master André Clement",1,2nd Class Passenger,2079£37                             1d,Cherbourg,                             
1386,"MAMEE, Mr Hanna",20,3rd Class Passenger,2677£7               4s               7d,Cherbourg,                             
1387,"MANGAN, Miss Mary",32,3rd Class Passenger,364850£7               15s               ,Queenstown,                             
1388,"MANGIAVACCHI, Mr Serafino Emilio",30,2nd Class Passenger,32861£15               11s               7d,Cherbourg,Clerk                             
1389,"MANN, Mr Joseph",26,Deck Crew, ,Belfast,Able Seaman                             
1390,"MANN, Mr Samuel",40,Engineering Crew, ,Belfast,Trimmer                             
1391,"MANNION, Miss Margaret",28,3rd Class Passenger,36866£7               14s               9d,Queenstown,                             
1392,"MANTLE, Mr Roland Frederick",36,Victualling Crew, ,Southampton,Steward                             
1393,"MARCH, Mr John Starr",50,Victualling CrewPostal Clerk, ,Southampton,Postal Clerk                             
1394,"MARDIROSIAN, Mr Sarkis",25,3rd Class Passenger,2655£7               4s               7d,Cherbourg,Farm Labourer                             
1395,"MARéCHAL, Mr Pierre",29,1st Class Passenger,11774£29               14s               ,Cherbourg,Aviator                             
1396,"MARINKO, Mr Dmitri",23,3rd Class Passenger,349238£7               17s               11d,Southampton,                             
1397,"MARKOFF, Mr Marin",35,3rd Class Passenger,349213£7               17s               11d,Southampton,General Labourer                             
1398,"MARKS, Mr J.",26,Victualling Crew, ,Southampton,Assistant Pantryman Steward                             
1399,"MARKUN, Mr Johann",33,3rd Class Passenger,349257£7               17s               11d,Cherbourg,General Labourer                             
1400,"MARRETT, Mr G.",22,Engineering Crew, ,Southampton,Fireman                             
1401,"MARRIOTT, Mr John William",20,Victualling Crew, ,Southampton,Assistant Pantryman Steward (1st Class)                             
1402,"MARSDEN, Miss Evelyn",28,Victualling Crew, ,Southampton,Stewardess                             
1403,"MARSH, Mr Frederick Charles",39,Engineering Crew, ,Southampton,Fireman                             
1404,"MARTIN, Mrs Annie Martha",39,Victualling Crew, ,Southampton,Stewardess                             
1405,"MARTIN, Miss Mabel Elvina",20,Restaurant Staff, ,Southampton,Cashier                             
1406,"MARTIN, Mr John",33,Engineering Crew, ,Belfast,Fireman                             
1407,"MARVIN, Mr Daniel Warner",18,1st Class Passenger,113773£53               2s               ,Southampton,Of Independent Means                             
1408,"MARVIN, Mrs Mary Graham Carmichael",18,1st Class Passenger,113773£53               2s               ,Southampton,                             
1409,"MASKELL, Mr Leopold Adolphus",25,Engineering Crew, ,Southampton,Trimmer                             
1410,"MASON, Mr Frank Archibald Robert",32,Engineering Crew, ,Southampton,Fireman                             
1411,"MASON, Mr J.",39,Engineering Crew, ,Southampton,Leading Fireman                             
1412,"MASSEY, Mr James",35,Engineering Crew, ,Belfast,Fireman                             
1413,"MATHERS, Mr John",26,Engineering Crew, ,Belfast,Trimmer                             
1414,"MATHERSON, Mr David",30,Deck Crew, ,Southampton,Able Seaman                             
1415,"MATHIAS, Mr Montague Vincent",28,Deck Crew, ,Southampton,Mess Steward                             
1416,"MATINOFF, Mr Nicola",30,3rd Class Passenger,349255£7               17s               11d,Cherbourg,                             
1417,"MATTHEWS, Mr William John",30,2nd Class Passenger,28228£13                             ,Southampton,China Clay Worker                             
1418,"MATTMANN, Sig. Adolf",20,Restaurant Staff, ,Southampton,Ice Man                             
1419,"MAUGE, Mr Paul Achille Maurice Germain",25,Restaurant Staff, ,Southampton,Kitchen Clerk                             
1420,"MAWHINNEY, Mr John",45,Deck Crew, ,Belfast,Able Seaman                             
1421,"MAXWELL, Mr John",31,Deck Crew, ,Belfast,Carpenter / Joiner                             
1422,"MAXWELL, Mr William",39,Engineering Crew, ,Belfast,Fireman                             
1423,"MAY, Mr Arthur",24,Engineering Crew, ,Southampton,Fireman                             
1424,"MAY, Mr Arthur William",60,Engineering Crew, ,Southampton,Fireman Messman                             
1425,"MAY, Mr Richard W.",,1st Class PassengerCross Channel Passenger,84£24                             ,Southampton,                             
1426,"MAY, Mr Stanley",,1st Class PassengerCross Channel Passenger,84£24                             ,Southampton,                             
1427,"MAYBERY, Mr Frank Hubert",36,2nd Class Passenger,239059£16                             ,Southampton,Property Developer / Real Estate                             
1428,"MAYES, Mr William",29,Engineering Crew, ,Belfast,Fireman                             
1429,"MAYNARD, Mr Isaac Hiram",31,Victualling Crew, ,Belfast,Entre Cook                             
1430,"MAYNé, Mlle Berthe Antonine",24,1st Class Passenger,17482£49               10s               1d,Cherbourg,Singer                             
1431,"MAYO, Mr William Peter",27,Engineering Crew, ,Southampton,Leading Fireman                             
